all	complete	2	n/a	0.2962962962962963	DNA-1-22_bin_14_DNA-1-22_bin_2_results_global.tsv
all	complete	2	n/a	0.25	DNA-1-22_bin_14_DNA-1-22_bin_3_results_global.tsv
all	complete	2	n/a	0.5	DNA-1-22_bin_14_DNA-1-22_bin_6_1_results_global.tsv
all	complete	2	n/a	0.5	DNA-1-22_bin_14_DNA-1_bin_10_1_results_global.tsv
all	complete	2	n/a	0.34782608695652173	DNA-1-22_bin_14_DNA-1_bin_13_1_results_global.tsv
all	complete	2	n/a	0.21052631578947367	DNA-1-22_bin_14_DNA-1_bin_18_results_global.tsv
all	complete	2	n/a	0.3076923076923077	DNA-1-22_bin_14_DNA-1_bin_22_1_results_global.tsv
all	complete	2	n/a	0.36363636363636365	DNA-1-22_bin_14_DNA-1_bin_24_1_results_global.tsv
all	complete	2	n/a	0.2962962962962963	DNA-1-22_bin_14_DNA-1_bin_29_1_results_global.tsv
all	complete	2	n/a	0.2857142857142857	DNA-1-22_bin_14_DNA-1_bin_30_results_global.tsv
all	complete	2	n/a	0.48	DNA-1-22_bin_14_DNA-1_bin_31_results_global.tsv
all	complete	2	n/a	0.2222222222222222	DNA-1-22_bin_14_DNA-1_bin_36_1_results_global.tsv
all	complete	2	n/a	0.5	DNA-1-22_bin_14_DNA-1_bin_39_1_results_global.tsv
all	complete	2	n/a	0.375	DNA-1-22_bin_14_DNA-1_bin_3_results_global.tsv
all	complete	2	n/a	0.34782608695652173	DNA-1-22_bin_14_DNA-1_bin_41_results_global.tsv
all	complete	2	n/a	0.4444444444444444	DNA-1-22_bin_14_DNA-1_bin_43_results_global.tsv
all	complete	2	n/a	0.35714285714285715	DNA-1-22_bin_14_DNA-1_bin_45_1_results_global.tsv
all	complete	2	n/a	0.2608695652173913	DNA-1-22_bin_14_DNA-1_bin_46_results_global.tsv
all	complete	2	n/a	0.37037037037037035	DNA-1-22_bin_14_DNA-1_bin_47_1_results_global.tsv
all	complete	2	n/a	0.3333333333333333	DNA-1-22_bin_14_DNA-1_bin_49_1_results_global.tsv
all	complete	2	n/a	0.4	DNA-1-22_bin_14_DNA-1_bin_50_results_global.tsv
all	complete	2	n/a	0.4	DNA-1-22_bin_14_DNA-1_bin_51_1_results_global.tsv
all	complete	2	n/a	0.41379310344827586	DNA-1-22_bin_14_DNA-1_bin_52_1_results_global.tsv
all	complete	2	n/a	0.24	DNA-1-22_bin_14_DNA-1_bin_53_1_results_global.tsv
all	complete	2	n/a	0.2727272727272727	DNA-1-22_bin_14_DNA-1_bin_54_results_global.tsv
all	complete	2	n/a	0.2962962962962963	DNA-1-22_bin_14_DNA-1_bin_55_1_results_global.tsv
all	complete	2	n/a	0.4117647058823529	DNA-1-22_bin_14_DNA-1_bin_59_1_results_global.tsv
all	complete	2	n/a	0.38461538461538464	DNA-1-22_bin_14_DNA-1_bin_7_results_global.tsv
all	complete	2	n/a	0.34782608695652173	DNA-1-22_bin_14_DNA-1_bin_8_results_global.tsv
all	complete	2	n/a	0.45161290322580644	DNA-1-22_bin_14_DNA-4_bin_11_results_global.tsv
all	complete	2	n/a	0.3157894736842105	DNA-1-22_bin_14_DNA-4_bin_12_1_results_global.tsv
all	complete	2	n/a	0.42857142857142855	DNA-1-22_bin_14_DNA-4_bin_14_1_results_global.tsv
all	complete	2	n/a	0.3888888888888889	DNA-1-22_bin_14_DNA-4_bin_15_1_results_global.tsv
all	complete	2	n/a	0.2727272727272727	DNA-1-22_bin_14_DNA-4_bin_17_results_global.tsv
all	complete	2	n/a	0.2727272727272727	DNA-1-22_bin_14_DNA-4_bin_18_results_global.tsv
all	complete	2	n/a	0.36363636363636365	DNA-1-22_bin_14_DNA-4_bin_1_1_results_global.tsv
all	complete	2	n/a	0.2222222222222222	DNA-1-22_bin_14_DNA-4_bin_27_1_results_global.tsv
all	complete	2	n/a	0.2962962962962963	DNA-1-22_bin_14_DNA-4_bin_7_1_results_global.tsv
all	complete	2	n/a	0.19047619047619047	DNA-1-22_bin_14_DNA-6_bin_10_1_results_global.tsv
all	complete	2	n/a	0.26666666666666666	DNA-1-22_bin_14_DNA-6_bin_14_1_results_global.tsv
all	complete	2	n/a	0.46153846153846156	DNA-1-22_bin_14_DNA-6_bin_18_1_results_global.tsv
all	complete	2	n/a	0.3157894736842105	DNA-1-22_bin_14_DNA-6_bin_19_1_results_global.tsv
all	complete	2	n/a	0.3333333333333333	DNA-1-22_bin_14_DNA-6_bin_31_1_results_global.tsv
all	complete	2	n/a	0.2222222222222222	DNA-1-22_bin_14_DNA-6_bin_33_1_results_global.tsv
all	complete	2	n/a	0.2857142857142857	DNA-1-22_bin_14_DNA-6_bin_34_1_results_global.tsv
all	complete	2	n/a	0.3	DNA-1-22_bin_14_DNA-6_bin_35_1_results_global.tsv
all	complete	2	n/a	0.5454545454545454	DNA-1-22_bin_14_DNA-6_bin_37_1_results_global.tsv
all	complete	2	n/a	0.6153846153846154	DNA-1-22_bin_14_DNA-6_bin_38_1_results_global.tsv
all	complete	2	n/a	0.21052631578947367	DNA-1-22_bin_14_DNA-6_bin_42_1_results_global.tsv
all	complete	2	n/a	0.32	DNA-1-22_bin_14_DNA-6_bin_44_1_results_global.tsv
all	complete	2	n/a	0.25	DNA-1-22_bin_14_DNA-6_bin_48_1_results_global.tsv
all	complete	2	n/a	0.32	DNA-1-22_bin_14_DNA-6_bin_5_1_results_global.tsv
